menu_a,menu_b,support_days,conf_a_to_b,conf_b_to_a,lift,jaccard,cosine
미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_잭 애플 토닉,69,0.4107142857142857,0.696969696969697,2.207070707070707,0.3484848484848485,0.5350284209791207
미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_파스타면 추가(150g),109,0.6770186335403726,0.6646341463414634,2.196182396606575,0.5046296296296297,0.6707978097462525
미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_콥 샐러드,88,0.5238095238095238,0.6929133858267716,2.194225721784777,0.4251207729468599,0.6024571608597297
미라시아_잭 애플 토닉,미라시아_콥 샐러드,50,0.5050505050505051,0.3937007874015748,2.1156446353296743,0.2840909090909091,0.44591342378980575
미라시아_보일링 랍스타 플래터,미라시아_파스타면 추가(150g),130,0.6220095693779905,0.7926829268292683,2.0177383592017737,0.5349794238683128,0.7021797248357134
미라시아_잭 애플 토닉,미라시아_코카콜라(제로),65,0.6565656565656566,0.37142857142857144,1.9959595959595957,0.31100478468899523,0.4938291646584311
미라시아_잭 애플 토닉,미라시아_파스타면 추가(150g),59,0.5959595959595959,0.3597560975609756,1.9332347868933235,0.28921568627450983,0.4630335825255443
미라시아_스프라이트,미라시아_코카콜라(제로),117,0.6223404255319149,0.6685714285714286,1.8919148936170211,0.47560975609756095,0.6450418803113664
미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_파스타면 추가(150g),97,0.5773809523809523,0.5914634146341463,1.872967479674797,0.4127659574468085,0.5843797649131544
미라시아_코카콜라(제로),미라시아_파스타면 추가(150g),101,0.5771428571428572,0.6158536585365854,1.8721951219512196,0.42436974789915966,0.5961841494619647
미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_코카콜라(제로),99,0.6149068322981367,0.5657142857142857,1.8693167701863354,0.4177215189873418,0.5897979140471543
미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_코카콜라(제로),102,0.6071428571428571,0.5828571428571429,1.8457142857142854,0.42323651452282157,0.5948760803902003
미라시아_칠리 치즈 프라이,미라시아_파스타면 추가(150g),116,0.5631067961165048,0.7073170731707317,1.8266635093535402,0.4566929133858268,0.6311062120686772
미라시아_잭 애플 토닉,미라시아_칠리 치즈 프라이,70,0.7070707070707071,0.33980582524271846,1.8260272629204666,0.2978723404255319,0.4901701185518289
미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_스프라이트,108,0.6428571428571429,0.574468085106383,1.819148936170213,0.43548387096774194,0.607701334418564
미라시아_보일링 랍스타 플래터,미라시아_코카콜라(제로),125,0.5980861244019139,0.7142857142857143,1.818181818181818,0.4826254826254826,0.6536087320200026
미라시아_스프라이트,미라시아_파스타면 추가(150g),105,0.5585106382978723,0.6402439024390244,1.8117540217955372,0.4251012145748988,0.597982466814488
미라시아_코카콜라,미라시아_파스타면 추가(150g),131,0.5527426160337553,0.7987804878048781,1.793043120304621,0.48518518518518516,0.6644697257708491
미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_코카콜라,134,0.7976190476190477,0.5654008438818565,1.7904360056258792,0.4944649446494465,0.6715463369120944
미라시아_스프라이트,미라시아_코카콜라,149,0.7925531914893617,0.6286919831223629,1.779064547984559,0.5398550724637681,0.7058837281644935
미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_보일링 랍스타 플래터,117,0.6964285714285714,0.5598086124401914,1.772727272727273,0.45,0.624393075101841
미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_잭 애플 토닉,53,0.32919254658385094,0.5353535353535354,1.768994290733421,0.2560386473429952,0.41980280326088576
미라시아_잭 애플 토닉,미라시아_코카콜라,78,0.7878787878787878,0.3291139240506329,1.7685717938882495,0.3023255813953488,0.5092169277970284
미라시아_보일링 랍스타 플래터,미라시아_스프라이트,130,0.6220095693779905,0.6914893617021277,1.760154738878143,0.4868913857677903,0.6558300085401719
미라시아_칠리 치즈 프라이,미라시아_코카콜라(제로),119,0.5776699029126213,0.68,1.7561165048543688,0.4541984732824427,0.6267499772481707
미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_보일링 랍스타 플래터(덜매운맛),89,0.5297619047619048,0.5527950310559007,1.7505175983436856,0.37083333333333335,0.5411559374109187
미라시아_보일링 랍스타 플래터,미라시아_잭 애플 토닉,68,0.3253588516746411,0.6868686868686869,1.7483930211202938,0.2833333333333333,0.4727354516120667
미라시아_코카콜라,미라시아_코카콜라(제로),136,0.5738396624472574,0.7771428571428571,1.744472573839662,0.4927536231884058,0.6677989179507214
미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_코카콜라,125,0.7763975155279503,0.5274261603375527,1.7427994863327831,0.45787545787545786,0.6399159011233604
미라시아_공깃밥,미라시아_글라스와인 (레드),35,0.40229885057471265,0.2845528455284553,1.7400242967946922,0.2,0.33834196116334925
미라시아_보일링 랍스타 플래터,미라시아_칠리 치즈 프라이,140,0.6698564593301436,0.6796116504854369,1.729920564872021,0.509090909090909,0.6747164248139286
미라시아_코카콜라(제로),미라시아_핑크레몬에이드,134,0.7657142857142857,0.5654008438818565,1.7188185654008437,0.48201438848920863,0.6579783456279167
미라시아_파스타면 추가(150g),미라시아_핑크레몬에이드,125,0.7621951219512195,0.5274261603375527,1.7109190079242567,0.4528985507246377,0.6340359978729476
미라시아_보일링 랍스타 플래터,미라시아_보일링 랍스타 플래터(덜매운맛),108,0.5167464114832536,0.6708074534161491,1.7075098814229248,0.4122137404580153,0.5887591564884701
미라시아_스프라이트,미라시아_칠리 치즈 프라이,123,0.6542553191489362,0.5970873786407767,1.6896302416856024,0.45387453874538747,0.625018074516588
미라시아_보일링 랍스타 플래터,미라시아_코카콜라,157,0.7511961722488039,0.6624472573839663,1.6862293824319141,0.5432525951557093,0.7054274194157423
미라시아_코카콜라(제로),미라시아_콥 샐러드,70,0.4,0.5511811023622047,1.675590551181102,0.3017241379310345,0.4695449296338764
미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_칠리 치즈 프라이,104,0.6459627329192547,0.5048543689320388,1.668214436471085,0.39543726235741444,0.5710666404909023
미라시아_칠리 치즈 프라이,미라시아_코카콜라,153,0.7427184466019418,0.6455696202531646,1.6671992134693376,0.5275862068965518,0.6924423914867112
미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_콥 샐러드,64,0.39751552795031053,0.5039370078740157,1.6651831564532695,0.2857142857142857,0.44757433543350006
미라시아_보일링 랍스타 플래터,미라시아_콥 샐러드,83,0.39712918660287083,0.6535433070866141,1.663564781675018,0.32806324110671936,0.509451785700136
미라시아_코카콜라,미라시아_콥 샐러드,94,0.39662447257383965,0.7401574803149606,1.661450546529785,0.34814814814814815,0.5418159929823994
미라시아_잭 애플 토닉,미라시아_핑크레몬에이드,73,0.7373737373737373,0.3080168776371308,1.6552018071005414,0.27756653992395436,0.47657481704080873
미라시아_스프라이트,미라시아_콥 샐러드,74,0.39361702127659576,0.5826771653543307,1.6488524040877868,0.3070539419087137,0.4789067238958565
미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_칠리 치즈 프라이,107,0.6369047619047619,0.5194174757281553,1.644822006472492,0.40074906367041196,0.5751690740189472
미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_핑크레몬에이드,123,0.7321428571428571,0.5189873417721519,1.6434599156118144,0.43617021276595747,0.6164193988073703
미라시아_BBQ 고기추가,미라시아_글라스와인 (레드),75,0.3787878787878788,0.6097560975609756,1.6383345651638335,0.3048780487804878,0.48059153006799527
미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_스프라이트,93,0.577639751552795,0.4946808510638298,1.6345975948196114,0.36328125,0.5345533873304291
미라시아_코카콜라,미라시아_핑크레몬에이드,172,0.7257383966244726,0.7257383966244726,1.6290836582456516,0.5695364238410596,0.7257383966244726
미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_쉬림프 투움바 파스타,153,0.9503105590062112,0.49038461538461536,1.6204013377926423,0.478125,0.6826548747164995
미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_핑크레몬에이드,116,0.7204968944099379,0.48945147679324896,1.6173179233168227,0.41134751773049644,0.5938419562424785
미라시아_BBQ 고기추가,미라시아_공깃밥,52,0.26262626262626265,0.5977011494252874,1.6059445024962264,0.22317596566523606,0.39619694476482853
미라시아_스프라이트,미라시아_잭 애플 토닉,56,0.2978723404255319,0.5656565656565656,1.6006877283473029,0.24242424242424243,0.410479530657973
미라시아_스프라이트,미라시아_핑크레몬에이드,134,0.7127659574468085,0.5654008438818565,1.5999640901337646,0.46048109965635736,0.6348216078794774
미라시아_쉬림프 투움바 파스타,미라시아_파스타면 추가(150g),153,0.49038461538461536,0.9329268292682927,1.5907598499061915,0.47368421052631576,0.6763822620033145
미라시아_쉬림프 투움바 파스타,미라시아_코카콜라(제로),163,0.5224358974358975,0.9314285714285714,1.5882051282051282,0.5030864197530864,0.6975756027927881
미라시아_쉬림프 투움바 파스타,미라시아_스프라이트,175,0.5608974358974359,0.9308510638297872,1.5872204037097657,0.5384615384615384,0.7225731623195869
미라시아_쉬림프 투움바 파스타,미라시아_콥 샐러드,118,0.3782051282051282,0.9291338582677166,1.5842923480718756,0.367601246105919,0.5927927040592412
미라시아_콥 샐러드,미라시아_파스타면 추가(150g),62,0.4881889763779528,0.3780487804878049,1.5836374111772615,0.27074235807860264,0.42960359305675605
미라시아_스텔라(무제한),미라시아_칠리 치즈 프라이,186,0.6118421052631579,0.9029126213592233,1.5800970873786409,0.5740740740740741,0.7432630484028543
미라시아_스텔라(무제한),미라시아_파스타면 추가(150g),148,0.4868421052631579,0.9024390243902439,1.579268292682927,0.4625,0.6628312866075172
미라시아_유자 하이볼,미라시아_핑크레몬에이드,143,0.7009803921568627,0.6033755274261603,1.5735087283858693,0.4798657718120805,0.6503494551647166
미라시아_쉬림프 투움바 파스타,미라시아_칠리 치즈 프라이,190,0.6089743589743589,0.9223300970873787,1.5726910629823252,0.5792682926829268,0.7494500514621002
미라시아_칠리 치즈 프라이,미라시아_핑크레몬에이드,144,0.6990291262135923,0.6075949367088608,1.5691286715005528,0.4816053511705686,0.6517104861051399
미라시아_보일링 랍스타 플래터,미라시아_핑크레몬에이드,146,0.6985645933014354,0.6160337552742616,1.5680859225163024,0.4866666666666667,0.656002568373875
미라시아_보일링 랍스타 플래터,미라시아_스텔라(무제한),187,0.8947368421052632,0.6151315789473685,1.5657894736842108,0.5736196319018405,0.7418765978426552
