menu_a,menu_b,support_days,conf_a_to_b,conf_b_to_a,lift,jaccard,cosine
라그로타_까르보나라,라그로타_한우 (200g),110,0.7432432432432432,0.9565217391304348,3.4383078730904817,0.7189542483660131,0.8431656537264619
라그로타_한우 (200g),라그로타_해산물 토마토 스튜 파스타,101,0.8782608695652174,0.7214285714285714,3.3373913043478263,0.6558441558441559,0.7959915103014916
라그로타_버섯 크림 리조또,라그로타_해산물 토마토 스튜 파스타,134,0.8758169934640523,0.9571428571428572,3.3281045751633993,0.8427672955974843,0.9155774022213797
라그로타_AUS (200g),라그로타_한우 (200g),99,0.717391304347826,0.8608695652173913,3.3187145557655953,0.6428571428571429,0.7858627998987167
라그로타_까르보나라,라그로타_해산물 토마토 스튜 파스타,129,0.8716216216216216,0.9214285714285714,3.3121621621621626,0.8113207547169812,0.8961791481824746
라그로타_AUS (200g),라그로타_까르보나라,127,0.9202898550724637,0.8581081081081081,3.3080689385037214,0.7987421383647799,0.8886552686206936
라그로타_AUS (200g),라그로타_해산물 토마토 스튜 파스타,120,0.8695652173913043,0.8571428571428571,3.304347826086956,0.759493670886076,0.8633316946034312
라그로타_버섯 크림 리조또,라그로타_한우 (200g),109,0.7124183006535948,0.9478260869565217,3.2957090082409777,0.6855345911949685,0.8217351460079528
라그로타_AUS (200g),라그로타_버섯 크림 리조또,130,0.9420289855072463,0.8496732026143791,3.2755517666003593,0.8074534161490683,0.8946601505999451
라그로타_까르보나라,라그로타_버섯 크림 리조또,138,0.9324324324324325,0.9019607843137255,3.242183359830419,0.8466257668711656,0.9170700562532349
라그로타_양갈비 (4ps),라그로타_한우 (200g),94,0.6811594202898551,0.8173913043478261,3.1511027095148076,0.5911949685534591,0.7461727594997916
라그로타_까르보나라,라그로타_양갈비 (4ps),115,0.777027027027027,0.8333333333333334,2.9954954954954958,0.672514619883041,0.8046878416644075
라그로타_AUS (200g),라그로타_양갈비 (4ps),107,0.7753623188405797,0.7753623188405797,2.989077924805713,0.6331360946745562,0.7753623188405797
라그로타_양갈비 (4ps),라그로타_해산물 토마토 스튜 파스타,108,0.782608695652174,0.7714285714285715,2.9739130434782606,0.6352941176470588,0.7769985251430881
라그로타_버섯 크림 리조또,라그로타_양갈비 (4ps),115,0.7516339869281046,0.8333333333333334,2.8976034858387796,0.6534090909090909,0.7914301332230284
라그로타_모둠 해산물 플래터,라그로타_양갈비 (4ps),57,0.6785714285714286,0.41304347826086957,2.615942028985507,0.34545454545454546,0.5294143019465852
라그로타_AUS (200g),라그로타_모둠 해산물 플래터,55,0.39855072463768115,0.6547619047619048,2.5241545893719803,0.32934131736526945,0.5108383615274068
라그로타_모둠 해산물 플래터,라그로타_해산물 토마토 스튜 파스타,55,0.6547619047619048,0.39285714285714285,2.488095238095238,0.3254437869822485,0.5071763905747808
라그로타_모둠 해산물 플래터,라그로타_시저 샐러드 ,74,0.8809523809523809,0.3915343915343915,2.4797178130511464,0.37185929648241206,0.5873015873015873
라그로타_모둠 해산물 플래터,라그로타_한우 (200g),45,0.5357142857142857,0.391304347826087,2.4782608695652177,0.2922077922077922,0.4578507717505198
라그로타_모둠 해산물 플래터,라그로타_알리오 에 올리오 ,82,0.9761904761904762,0.3813953488372093,2.415503875968992,0.3778801843317972,0.6101758002397573
라그로타_AUS (200g),라그로타_시저 샐러드 ,116,0.8405797101449275,0.6137566137566137,2.3660762211486848,0.5497630331753555,0.7182696962082324
라그로타_까르보나라,라그로타_모둠 해산물 플래터,55,0.3716216216216216,0.6547619047619048,2.3536036036036037,0.3107344632768362,0.4932785022922455
라그로타_알리오 에 올리오 ,라그로타_해산물 토마토 스튜 파스타,132,0.6139534883720931,0.9428571428571428,2.3330232558139534,0.5919282511210763,0.7608353513695901
라그로타_시저 샐러드 ,라그로타_알리오 에 올리오 ,178,0.9417989417989417,0.827906976744186,2.330404823428079,0.7876106194690266,0.8830186377453397
라그로타_모둠 해산물 플래터,라그로타_버섯 크림 리조또,56,0.6666666666666666,0.3660130718954248,2.318082788671024,0.30939226519337015,0.49397238242329894
라그로타_시저 샐러드 ,라그로타_해산물 토마토 스튜 파스타,115,0.6084656084656085,0.8214285714285714,2.312169312169312,0.5373831775700935,0.7069731504981792
라그로타_그릴드 비프 샐러드,라그로타_모둠 해산물 플래터,73,0.365,0.8690476190476191,2.311666666666667,0.3459715639810427,0.5632072273616355
라그로타_시저 샐러드 ,라그로타_양갈비 (4ps),113,0.5978835978835979,0.8188405797101449,2.3048845947396672,0.5280373831775701,0.699693755789054
라그로타_시저 샐러드 ,라그로타_한우 (200g),94,0.4973544973544973,0.8173913043478261,2.300805152979066,0.44761904761904764,0.6375995932525758
라그로타_그릴드 비프 샐러드,라그로타_시저 샐러드 ,162,0.81,0.8571428571428571,2.2800000000000002,0.7136563876651982,0.8332380897952962
라그로타_까르보나라,라그로타_시저 샐러드 ,119,0.8040540540540541,0.6296296296296297,2.2632632632632634,0.5458715596330275,0.7115168699730571
라그로타_알리오 에 올리오 ,라그로타_한우 (200g),105,0.4883720930232558,0.9130434782608695,2.259251769464105,0.4666666666666667,0.667761150786338
라그로타_AUS (200g),라그로타_알리오 에 올리오 ,126,0.9130434782608695,0.586046511627907,2.2592517694641048,0.5550660792951542,0.7314956906225719
라그로타_그릴드 비프 샐러드,라그로타_알리오 에 올리오 ,181,0.905,0.8418604651162791,2.2393488372093024,0.7735042735042735,0.8728595081284459
라그로타_버섯 크림 리조또,라그로타_알리오 에 올리오 ,138,0.9019607843137255,0.641860465116279,2.231828545371637,0.6,0.7608764476156769
라그로타_버섯 크림 리조또,라그로타_시저 샐러드 ,121,0.7908496732026143,0.6402116402116402,2.226095376422174,0.5475113122171946,0.7115554556335616
라그로타_까르보나라,라그로타_알리오 에 올리오 ,133,0.8986486486486487,0.6186046511627907,2.2236329352608424,0.5782608695652174,0.7455925387335972
라그로타_알리오 에 올리오 ,라그로타_양갈비 (4ps),122,0.5674418604651162,0.8840579710144928,2.187529491068419,0.5281385281385281,0.7082736052059823
라그로타_AUS (200g),라그로타_그릴드 비프 샐러드,111,0.8043478260869565,0.555,2.1395652173913042,0.4889867841409692,0.6681414846260191
라그로타_그릴드 비프 샐러드,라그로타_양갈비 (4ps),110,0.55,0.7971014492753623,2.1202898550724636,0.4824561403508772,0.6621221919717306
라그로타_Open Food,라그로타_한우 (200g),66,0.4520547945205479,0.5739130434782609,2.0912447885646217,0.3384615384615385,0.5093526704968058
라그로타_그릴드 비프 샐러드,라그로타_해산물 토마토 스튜 파스타,110,0.55,0.7857142857142857,2.0900000000000003,0.4782608695652174,0.6573757351339165
라그로타_그릴드 비프 샐러드,라그로타_까르보나라,115,0.575,0.777027027027027,2.066891891891892,0.49356223175965663,0.6684239227769608
라그로타_그릴드 비프 샐러드,라그로타_한우 (200g),89,0.445,0.7739130434782608,2.058608695652174,0.3938053097345133,0.5868486213222504
라그로타_그릴드 비프 샐러드,라그로타_버섯 크림 리조또,118,0.59,0.7712418300653595,2.0515032679738563,0.502127659574468,0.6745611015605347
라그로타_G-Charge(3),라그로타_모둠 해산물 플래터,53,0.31547619047619047,0.6309523809523809,1.998015873015873,0.2663316582914573,0.44615070717722644
라그로타_Open Food,라그로타_까르보나라,78,0.5342465753424658,0.527027027027027,1.9203998519067011,0.3611111111111111,0.5306245228993005
라그로타_Open Food,라그로타_버섯 크림 리조또,79,0.541095890410959,0.5163398692810458,1.8814576058733996,0.35909090909090907,0.5285729668866027
라그로타_Open Food,라그로타_해산물 토마토 스튜 파스타,72,0.4931506849315068,0.5142857142857142,1.8739726027397259,0.3364485981308411,0.5036073393532795
라그로타_AUS (200g),라그로타_Open Food,69,0.5,0.4726027397260274,1.821917808219178,0.3209302325581395,0.4861083931213425
라그로타_Open Food,라그로타_양갈비 (4ps),68,0.4657534246575342,0.4927536231884058,1.7955132023029579,0.3148148148148148,0.4790633439456709
라그로타_G-Charge(3),라그로타_한우 (200g),54,0.32142857142857145,0.46956521739130436,1.4869565217391305,0.23580786026200873,0.38849926257154405
라그로타_스프라이트,라그로타_제로콜라,97,0.521505376344086,0.5105263157894737,1.4602150537634409,0.34767025089605735,0.5159866456114434
라그로타_Open Food,라그로타_알리오 에 올리오 ,86,0.589041095890411,0.4,1.4575342465753423,0.31272727272727274,0.48540337695175173
라그로타_Open Food,라그로타_시저 샐러드 ,75,0.5136986301369864,0.3968253968253968,1.4459665144596652,0.28846153846153844,0.45149602739423117
라그로타_제로콜라,라그로타_카스,103,0.5421052631578948,0.515,1.442,0.3588850174216028,0.5283788513238543
라그로타_G-Charge(3),라그로타_시저 샐러드 ,86,0.5119047619047619,0.455026455026455,1.4409171075837741,0.3173431734317343,0.4826284379527229
라그로타_G-Charge(3),라그로타_그릴드 비프 샐러드,91,0.5416666666666666,0.455,1.4408333333333336,0.3285198555956679,0.49644570028688273
라그로타_스프라이트,라그로타_콜라,148,0.7956989247311828,0.5034013605442177,1.4398361495135688,0.4457831325301205,0.6328948738086353
라그로타_Open Food,라그로타_모둠 해산물 플래터,33,0.22602739726027396,0.39285714285714285,1.4315068493150684,0.16751269035532995,0.29798737808019254
라그로타_스프라이트,라그로타_카스,100,0.5376344086021505,0.5,1.4301075268817203,0.34965034965034963,0.5184758473652127
라그로타_G-Charge(3),라그로타_알리오 에 올리오 ,97,0.5773809523809523,0.4511627906976744,1.4286821705426358,0.33916083916083917,0.5103849544920692
라그로타_AUS (200g),라그로타_G-Charge(3),62,0.4492753623188406,0.36904761904761907,1.4227053140096617,0.2540983606557377,0.4071903765568687
라그로타_콜라,라그로타_한우 (200g),90,0.30612244897959184,0.782608695652174,1.4161490683229812,0.28213166144200624,0.48946306347442353
라그로타_카스,라그로타_한우 (200g),61,0.305,0.5304347826086957,1.4109565217391304,0.24015748031496062,0.40222208877143006
라그로타_양갈비 (4ps),라그로타_자몽리치에이드,93,0.6739130434782609,0.36470588235294116,1.4059676044330776,0.31,0.49576209128058096
라그로타_미션 서드 카베르네 쉬라,라그로타_아메리카노,95,0.5588235294117647,0.4481132075471698,1.4023307436182022,0.3310104529616725,0.5004160311356303
라그로타_스프라이트,라그로타_한우 (200g),56,0.3010752688172043,0.48695652173913045,1.392800374006545,0.22857142857142856,0.3828975916415504
라그로타_G-Charge(3),라그로타_까르보나라,64,0.38095238095238093,0.43243243243243246,1.3693693693693694,0.25396825396825395,0.4058770315454728
라그로타_자몽리치에이드,라그로타_카스,131,0.5137254901960784,0.655,1.3665098039215686,0.404320987654321,0.5800777500287624
라그로타_미션 서드 카베르네 쉬라,라그로타_스프라이트,81,0.4764705882352941,0.43548387096774194,1.36280834914611,0.29454545454545455,0.45551647189424765
라그로타_미션 서드 카베르네 쉬라,라그로타_양갈비 (4ps),60,0.35294117647058826,0.43478260869565216,1.3606138107416876,0.24193548387096775,0.39173037337178096
라그로타_AUS (200g),라그로타_하이네켄(생),100,0.7246376811594203,0.352112676056338,1.3574198816084913,0.3105590062111801,0.5051278185611073
라그로타_까르보나라,라그로타_하이네켄(생),107,0.722972972972973,0.3767605633802817,1.3543014845831747,0.3292307692307692,0.5219077548820428
라그로타_G-Charge(3),라그로타_양갈비 (4ps),59,0.35119047619047616,0.427536231884058,1.3538647342995167,0.2388663967611336,0.3874876164008912
라그로타_하이네켄(생),라그로타_한우 (200g),83,0.29225352112676056,0.7217391304347827,1.3519902020820576,0.2626582278481013,0.45927203507783004
라그로타_Open Food,라그로타_카스,74,0.5068493150684932,0.37,1.3482191780821917,0.27205882352941174,0.4330522446256831
라그로타_AUS (200g),라그로타_자몽리치에이드,89,0.644927536231884,0.34901960784313724,1.3454958795112246,0.29276315789473684,0.47443899058034095
라그로타_제로콜라,라그로타_콜라,141,0.7421052631578947,0.47959183673469385,1.3428571428571427,0.4110787172011662,0.5965799411716572
라그로타_스프라이트,라그로타_자몽리치에이드,119,0.6397849462365591,0.4666666666666667,1.3347670250896058,0.3695652173913043,0.5464122145813796
라그로타_양갈비 (4ps),라그로타_하이네켄(생),98,0.7101449275362319,0.34507042253521125,1.3302714839763214,0.30246913580246915,0.49502526218988513
라그로타_Open Food,라그로타_그릴드 비프 샐러드,73,0.5,0.365,1.33,0.2673992673992674,0.4272001872658766
라그로타_카스,라그로타_해산물 토마토 스튜 파스타,70,0.35,0.5,1.33,0.25925925925925924,0.4183300132670377
라그로타_모둠 해산물 플래터,라그로타_카스,42,0.5,0.21,1.33,0.17355371900826447,0.32403703492039304
라그로타_Open Food,라그로타_미션 서드 카베르네 쉬라,62,0.4246575342465753,0.36470588235294116,1.3289282836422238,0.2440944881889764,0.3935417394955986
라그로타_버섯 크림 리조또,라그로타_카스,76,0.49673202614379086,0.38,1.3213071895424835,0.2743682310469314,0.4344630823610224
라그로타_카스,라그로타_콜라,146,0.73,0.4965986394557823,1.3209523809523809,0.41954022988505746,0.6020938521548955
라그로타_까르보나라,라그로타_콜라,108,0.7297297297297297,0.3673469387755102,1.3204633204633203,0.32335329341317365,0.5177489568793902
라그로타_AUS (200g),라그로타_제로콜라,65,0.47101449275362317,0.34210526315789475,1.3188405797101448,0.24714828897338403,0.4014181572807346
라그로타_콜라,라그로타_해산물 토마토 스튜 파스타,102,0.3469387755102041,0.7285714285714285,1.3183673469387756,0.3072289156626506,0.5027620503780009
라그로타_제로콜라,라그로타_한우 (200g),54,0.28421052631578947,0.46956521739130436,1.314782608695652,0.2151394422310757,0.3653154494055387
라그로타_Open Food,라그로타_스프라이트,67,0.4589041095890411,0.3602150537634409,1.312564442480483,0.2528301886792453,0.4065761533930395
라그로타_자몽리치에이드,라그로타_해산물 토마토 스튜 파스타,88,0.34509803921568627,0.6285714285714286,1.3113725490196078,0.28664495114006516,0.4657453891419676
라그로타_하이네켄(생),라그로타_해산물 토마토 스튜 파스타,98,0.34507042253521125,0.7,1.3112676056338026,0.3006134969325153,0.49147664824958665
라그로타_AUS (200g),라그로타_콜라,100,0.7246376811594203,0.3401360544217687,1.3112491373360937,0.30120481927710846,0.4964628906120827
라그로타_양갈비 (4ps),라그로타_카스,68,0.4927536231884058,0.34,1.3107246376811594,0.2518518518518518,0.4093119004916153
라그로타_버섯 크림 리조또,라그로타_하이네켄(생),107,0.6993464052287581,0.3767605633802817,1.3100432661327441,0.3242424242424242,0.5133090157322017
라그로타_G-Charge(3),라그로타_빵 추가 (1인),118,0.7023809523809523,0.4125874125874126,1.3065268065268065,0.35119047619047616,0.5383247530938363
라그로타_자몽리치에이드,라그로타_한우 (200g),72,0.2823529411764706,0.6260869565217392,1.3061892583120203,0.24161073825503357,0.42044915698112434
라그로타_Gls.Sileni,라그로타_알리오 에 올리오 ,161,0.5278688524590164,0.7488372093023256,1.3061685093404498,0.44846796657381616,0.6287192046955706
라그로타_G-Charge(3),라그로타_버섯 크림 리조또,63,0.375,0.4117647058823529,1.303921568627451,0.2441860465116279,0.39295262399668784
라그로타_시저 샐러드 ,라그로타_자몽리치에이드,118,0.6243386243386243,0.4627450980392157,1.3025417574437181,0.3619631901840491,0.5375031515528498
라그로타_빵 추가 (1인),라그로타_제로콜라,133,0.46503496503496505,0.7,1.3020979020979018,0.3877551020408163,0.5705475225820156
라그로타_제로콜라,라그로타_하이네켄(생),132,0.6947368421052632,0.4647887323943662,1.3014084507042252,0.38596491228070173,0.5682480586766401
라그로타_모둠 해산물 플래터,라그로타_제로콜라,39,0.4642857142857143,0.20526315789473684,1.3,0.16595744680851063,0.30870819859488546
라그로타_자몽리치에이드,라그로타_제로콜라,118,0.4627450980392157,0.6210526315789474,1.2956862745098037,0.36085626911314983,0.5360868035006205
라그로타_시저 샐러드 ,라그로타_카스,92,0.48677248677248675,0.46,1.2948148148148149,0.30976430976430974,0.4731969398837485
라그로타_모둠 해산물 플래터,라그로타_하이네켄(생),58,0.6904761904761905,0.20422535211267606,1.2934272300469483,0.1870967741935484,0.3755166349516612
라그로타_카스,라그로타_하이네켄(생),138,0.69,0.4859154929577465,1.2925352112676056,0.3988439306358382,0.5790351372247154
라그로타_Gls.Sileni,라그로타_시저 샐러드 ,140,0.45901639344262296,0.7407407407407407,1.2920461445051608,0.3954802259887006,0.5831056021775403
라그로타_G-Charge(3),라그로타_자몽리치에이드,104,0.6190476190476191,0.40784313725490196,1.2915032679738563,0.32601880877742945,0.5024682308987887
라그로타_빵 추가 (1인),라그로타_해산물 토마토 리조또,222,0.7762237762237763,0.69375,1.2904720279720279,0.578125,0.7338291659202738
라그로타_빵 추가 (1인),라그로타_스프라이트,129,0.45104895104895104,0.6935483870967742,1.290096999774419,0.3760932944606414,0.5593069573156514
라그로타_스프라이트,라그로타_하이네켄(생),128,0.6881720430107527,0.4507042253521127,1.2891110101469028,0.3742690058479532,0.5569219402700365
라그로타_미션 서드 카베르네 쉬라,라그로타_자몽리치에이드,105,0.6176470588235294,0.4117647058823529,1.2885813148788927,0.328125,0.5043067117494778
라그로타_G-Charge(3),라그로타_Gls.Sileni,124,0.7380952380952381,0.4065573770491803,1.2874316939890709,0.3553008595988539,0.547793815237531
라그로타_알리오 에 올리오 ,라그로타_카스,104,0.48372093023255813,0.52,1.2866976744186047,0.33440514469453375,0.5015325350572286
