menu_a,menu_b,support_days,conf_a_to_b,conf_b_to_a,lift,jaccard,cosine
연회장_마라샹궈,연회장_삼겹살추가 (200g),70,0.6666666666666666,0.6194690265486725,3.1386430678466075,0.47297297297297297,0.642634694855832
연회장_삼겹살추가 (200g),연회장_왕갈비치킨,109,0.9646017699115044,0.6526946107784432,3.0728631233109,0.6374269005847953,0.793467312980558
연회장_마라샹궈,연회장_왕갈비치킨,98,0.9333333333333333,0.5868263473053892,2.9732534930139716,0.5632183908045977,0.7400706660977473
연회장_공깃밥,연회장_마라샹궈,95,0.5621301775147929,0.9047619047619048,2.8481262327416177,0.5307262569832403,0.7131577456162357
연회장_공깃밥,연회장_삼겹살추가 (200g),102,0.6035502958579881,0.9026548672566371,2.8414934282871656,0.5666666666666667,0.7381040659625148
연회장_공깃밥,연회장_왕갈비치킨,148,0.8757396449704142,0.8862275449101796,2.7897813839776067,0.7872340425531915,0.8809679878080944
연회장_Conference M1,연회장_Conference M8,82,0.5061728395061729,0.6949152542372882,2.282067378112576,0.41414141414141414,0.5930828166904198
연회장_Conference M8,연회장_Conference M9,73,0.6186440677966102,0.49324324324324326,2.2237746220797074,0.37823834196891193,0.5523966024634772
연회장_삼겹살추가 (200g),연회장_야채추가,59,0.5221238938053098,0.4573643410852713,2.1532551279412773,0.3224043715846995,0.488672539288982
연회장_Conference L1,연회장_Conference L2,100,0.5952380952380952,0.6756756756756757,2.1396396396396398,0.46296296296296297,0.6341828617898012
연회장_Conference M9,연회장_Regular Coffee,64,0.43243243243243246,0.5925925925925926,2.13013013013013,0.3333333333333333,0.5062175977346661
연회장_마라샹궈,연회장_매콤 무뼈닭발&계란찜,100,0.9523809523809523,0.42016806722689076,2.1288515406162465,0.411522633744856,0.6325820611000681
연회장_마라샹궈,연회장_주먹밥 (2ea),91,0.8666666666666667,0.41935483870967744,2.124731182795699,0.3939393939393939,0.6028605644882188
연회장_Cass Beer,연회장_Grand Ballroom,94,0.7642276422764228,0.48704663212435234,2.106575677155735,0.42342342342342343,0.6100938447051126
연회장_Conference M1,연회장_Conference M9,92,0.5679012345679012,0.6216216216216216,2.0413747080413747,0.42201834862385323,0.5941545980239652
연회장_Conference L2,연회장_Conference L3,90,0.6081081081081081,0.5660377358490566,2.0346761856195816,0.4147465437788018,0.5866959490783679
연회장_야채추가,연회장_주먹밥 (2ea),107,0.8294573643410853,0.4930875576036866,2.033508377094274,0.4476987447698745,0.6395272518973191
연회장_왕갈비치킨,연회장_주먹밥 (2ea),138,0.8263473053892215,0.6359447004608295,2.025883716438092,0.5609756097560976,0.7249215058213972
연회장_Conference M8,연회장_Regular Coffee,48,0.4067796610169492,0.4444444444444444,2.0037664783427496,0.2696629213483146,0.42519520276218714
연회장_매콤 무뼈닭발&계란찜,연회장_야채추가,115,0.4831932773109244,0.8914728682170543,1.992704058367533,0.45634920634920634,0.6563182892679192
연회장_Conference L1,연회장_Conference L3,100,0.5952380952380952,0.6289308176100629,1.991614255765199,0.44052863436123346,0.6118525818452937
연회장_매콤 무뼈닭발&계란찜,연회장_삼겹살추가 (200g),100,0.42016806722689076,0.8849557522123894,1.978136387298282,0.398406374501992,0.6097787697094733
연회장_돈목살 김치찌개 (밥포함),연회장_마라샹궈,105,0.3903345724907063,1.0,1.9776951672862455,0.3903345724907063,0.6247676147902566
연회장_삼겹살추가 (200g),연회장_주먹밥 (2ea),91,0.8053097345132744,0.41935483870967744,1.9743077362260921,0.3807531380753138,0.5811286723507516
연회장_매콤 무뼈닭발&계란찜,연회장_주먹밥 (2ea),191,0.8025210084033614,0.880184331797235,1.9674708593114665,0.7234848484848485,0.8404560771002586
연회장_돈목살 김치찌개 (밥포함),연회장_삼겹살추가 (200g),112,0.4163568773234201,0.9911504424778761,1.9601934401421193,0.4148148148148148,0.642395752778468
연회장_Cass Beer,연회장_Convention Hall,104,0.8455284552845529,0.45217391304347826,1.955744079179922,0.41767068273092367,0.6183250845757625
연회장_로제 치즈떡볶이,연회장_야채추가,121,0.47265625,0.937984496124031,1.949249031007752,0.4583333333333333,0.6658409979087531
연회장_돈목살 김치찌개 (밥포함),연회장_야채추가,127,0.4721189591078067,0.9844961240310077,1.947033226708164,0.46863468634686345,0.6817618978229786
연회장_골뱅이무침,연회장_야채추가,126,0.47191011235955055,0.9767441860465116,1.9461719362424876,0.4666666666666667,0.6789222772775593
연회장_돈목살 김치찌개 (밥포함),연회장_왕갈비치킨,164,0.6096654275092936,0.9820359281437125,1.9421677091912828,0.6029411764705882,0.7737656970693535
연회장_돈목살 김치찌개 (밥포함),연회장_주먹밥 (2ea),213,0.79182156133829,0.9815668202764977,1.9412399568293561,0.7802197802197802,0.8816040903881952
연회장_매콤 무뼈닭발&계란찜,연회장_왕갈비치킨,145,0.6092436974789915,0.8682634730538922,1.9408242338851707,0.5576923076923077,0.7273128960147098
연회장_골뱅이무침,연회장_삼겹살추가 (200g),110,0.41198501872659177,0.9734513274336283,1.939610884624308,0.4074074074074074,0.633283004163359
연회장_로제 치즈떡볶이,연회장_주먹밥 (2ea),202,0.7890625,0.9308755760368663,1.934475806451613,0.7453874538745388,0.85704084454394
연회장_Conference M9,연회장_OPUS 2,78,0.527027027027027,0.5379310344827586,1.9336439888164025,0.3627906976744186,0.5324511187414497
연회장_Conference L2,연회장_Regular Coffee,58,0.3918918918918919,0.5370370370370371,1.9304304304304305,0.29292929292929293,0.4587596979470412
연회장_돈목살 김치찌개 (밥포함),연회장_매콤 무뼈닭발&계란찜,232,0.862453531598513,0.9747899159663865,1.9278373059260878,0.8436363636363636,0.9169029422964177
연회장_로제 치즈떡볶이,연회장_매콤 무뼈닭발&계란찜,220,0.859375,0.9243697478991597,1.9209558823529411,0.8029197080291971,0.8912801198842261
연회장_Conference L2,연회장_Conference M9,79,0.5337837837837838,0.5337837837837838,1.9187363038714393,0.3640552995391705,0.5337837837837838
연회장_골뱅이무침,연회장_로제 치즈떡볶이,246,0.9213483146067416,0.9609375,1.914676966292135,0.8880866425992779,0.9409347193442358
연회장_골뱅이무침,연회장_주먹밥 (2ea),208,0.7790262172284644,0.9585253456221198,1.9098707261084935,0.7536231884057971,0.864127521907274
연회장_골뱅이무침,연회장_왕갈비치킨,160,0.599250936329588,0.9580838323353293,1.9089910067505438,0.583941605839416,0.7577154040991816
연회장_골뱅이무침,연회장_매콤 무뼈닭발&계란찜,228,0.8539325842696629,0.957983193277311,1.908790482485129,0.8231046931407943,0.9044628593381809
연회장_돈목살 김치찌개 (밥포함),연회장_로제 치즈떡볶이,247,0.9182156133828996,0.96484375,1.9081668215613385,0.8884892086330936,0.9412409870617126
연회장_돈목살 김치찌개 (밥포함),연회장_모둠 돈육구이(3인),269,1.0,0.96415770609319,1.906810035842294,0.96415770609319,0.9819153253174074
연회장_매콤 무뼈닭발&계란찜,연회장_모둠 돈육구이(3인),238,1.0,0.8530465949820788,1.906810035842294,0.8530465949820788,0.9236052159781682
연회장_모둠 돈육구이(3인),연회장_왕갈비치킨,167,0.5985663082437276,1.0,1.906810035842294,0.5985663082437276,0.7736706716967676
연회장_모둠 돈육구이(3인),연회장_야채추가,129,0.46236559139784944,1.0,1.906810035842294,0.46236559139784944,0.679974699086554
연회장_모둠 돈육구이(3인),연회장_삼겹살추가 (200g),113,0.4050179211469534,1.0,1.906810035842294,0.4050179211469534,0.6364101830949545
연회장_마라샹궈,연회장_모둠 돈육구이(3인),105,1.0,0.3763440860215054,1.906810035842294,0.3763440860215054,0.6134688957245553
연회장_모둠 돈육구이(3인),연회장_주먹밥 (2ea),217,0.7777777777777778,1.0,1.9068100358422937,0.7777777777777778,0.8819171036881969
연회장_골뱅이무침,연회장_돈목살 김치찌개 (밥포함),257,0.9625468164794008,0.9553903345724907,1.9036241872380715,0.921146953405018,0.9589618996800345
연회장_로제 치즈떡볶이,연회장_마라샹궈,96,0.375,0.9142857142857143,1.9000000000000001,0.3622641509433962,0.5855400437691199
연회장_로제 치즈떡볶이,연회장_모둠 돈육구이(3인),255,0.99609375,0.9139784946236559,1.8993615591397848,0.9107142857142857,0.9541531670172416
연회장_골뱅이무침,연회장_마라샹궈,100,0.37453183520599254,0.9523809523809523,1.8976279650436954,0.36764705882352944,0.5972411455270551
연회장_Cookie Platter,연회장_Regular Coffee,90,0.38461538461538464,0.8333333333333334,1.8945868945868944,0.35714285714285715,0.5661385170722979
연회장_골뱅이무침,연회장_모둠 돈육구이(3인),265,0.9925093632958801,0.9498207885304659,1.8925268146000296,0.9430604982206405,0.9709304949735401
연회장_Conference L2,연회장_Conference M8,62,0.4189189189189189,0.5254237288135594,1.8886852954649567,0.30392156862745096,0.4691587582566518
연회장_공깃밥,연회장_주먹밥 (2ea),130,0.7692307692307693,0.5990783410138248,1.8858560794044665,0.5078125,0.6788442333021306
연회장_마라샹궈,연회장_야채추가,48,0.45714285714285713,0.37209302325581395,1.8852713178294571,0.25806451612903225,0.41243140978117365
연회장_로제 치즈떡볶이,연회장_왕갈비치킨,150,0.5859375,0.8982035928143712,1.8665793413173655,0.5494505494505495,0.7254592805007533
연회장_야채추가,연회장_왕갈비치킨,75,0.5813953488372093,0.4491017964071856,1.8521097340203314,0.3393665158371041,0.5109850248153786
연회장_Conference L3,연회장_Conference M8,65,0.4088050314465409,0.5508474576271186,1.8430870909284722,0.30660377358490565,0.474541054322491
연회장_Conference L2,연회장_Conference M1,83,0.5608108108108109,0.5123456790123457,1.8416750083416753,0.3656387665198238,0.5360307786520555
연회장_로제 치즈떡볶이,연회장_삼겹살추가 (200g),100,0.390625,0.8849557522123894,1.8390486725663717,0.37174721189591076,0.5879505427397482
연회장_OPUS 2,연회장_Regular Coffee,54,0.3724137931034483,0.5,1.8344827586206898,0.271356783919598,0.43151697133684574
연회장_Cass Beer,연회장_Conference M8,50,0.4065040650406504,0.423728813559322,1.8327132423866612,0.2617801047120419,0.41502708970224617
연회장_공깃밥,연회장_매콤 무뼈닭발&계란찜,137,0.8106508875739645,0.5756302521008403,1.81204316045945,0.5074074074074074,0.683107000974204
연회장_공깃밥,연회장_돈목살 김치찌개 (밥포함),154,0.9112426035502958,0.5724907063197026,1.8021600932667563,0.5422535211267606,0.7222727474680971
연회장_Conference L3,연회장_Conference M9,79,0.4968553459119497,0.5337837837837838,1.7859935407105219,0.34649122807017546,0.514988666413234
연회장_골뱅이무침,연회장_공깃밥,151,0.5655430711610487,0.893491124260355,1.7802894311105204,0.5298245614035088,0.7108499943513676
연회장_Cass Beer,연회장_Conference L1,69,0.5609756097560976,0.4107142857142857,1.7764227642276427,0.3108108108108108,0.48000072589956727
연회장_Conference M8,연회장_OPUS 2,57,0.4830508474576271,0.3931034482758621,1.7722969023962594,0.2766990291262136,0.43576249704187564
연회장_Conference M1,연회장_Regular Coffee,58,0.35802469135802467,0.5370370370370371,1.7636031092821214,0.27358490566037735,0.43848890457229733
연회장_공깃밥,연회장_모둠 돈육구이(3인),156,0.9230769230769231,0.5591397849462365,1.7601323407775018,0.5342465753424658,0.7184212081070996
연회장_공깃밥,연회장_야채추가,72,0.4260355029585799,0.5581395348837209,1.756983624604376,0.3185840707964602,0.487634348118807
연회장_Conference L2,연회장_Grand Ballroom,94,0.6351351351351351,0.48704663212435234,1.7507351911496989,0.3805668016194332,0.556183808206795
연회장_공깃밥,연회장_로제 치즈떡볶이,142,0.8402366863905325,0.5546875,1.7461168639053257,0.5017667844522968,0.6826923076923077
연회장_Conference L1,연회장_Cookie Platter,129,0.7678571428571429,0.5512820512820513,1.7457264957264957,0.4725274725274725,0.6506195976189626
연회장_Conference L1,연회장_Conference M9,81,0.48214285714285715,0.5472972972972973,1.7331081081081083,0.3446808510638298,0.513688118049739
연회장_Conference L3,연회장_Conference M1,83,0.5220125786163522,0.5123456790123457,1.7142635297771565,0.3487394957983193,0.5171565421071075
연회장_Conference L2,연회장_OPUS 2,69,0.46621621621621623,0.47586206896551725,1.7105312208760486,0.3080357142857143,0.47101445119435936
연회장_Conference M1,연회장_OPUS 2,75,0.46296296296296297,0.5172413793103449,1.698595146871009,0.3232758620689655,0.4893501829289195
연회장_Cass Beer,연회장_Conference L2,58,0.4715447154471545,0.3918918918918919,1.6950120852559878,0.27230046948356806,0.42987736698762036
연회장_Convention Hall,연회장_Grand Ballroom,141,0.6130434782608696,0.7305699481865285,1.689840054066231,0.5,0.6692317551858494
연회장_Conference L2,연회장_Cookie Platter,110,0.7432432432432432,0.4700854700854701,1.6897666897666899,0.40441176470588236,0.5910903902008976
연회장_Cass Beer,연회장_Conference L3,62,0.5040650406504065,0.389937106918239,1.6865572429309195,0.2818181818181818,0.4433437308114822
연회장_Cass Beer,연회장_Regular Coffee,42,0.34146341463414637,0.3888888888888889,1.6820234869015358,0.2222222222222222,0.3644054444067475
