antecedent,consequent,support_days,confidence,lift
"미라시아_(단체)브런치주중 36,000",미라시아_브런치(대인) 주중,233,0.9628099173553719,1.4428588057269236
미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_버드와이저(무제한),154,0.9565217391304348,1.5235615725071596
미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_쉬림프 투움바 파스타,153,0.9503105590062112,1.6204013377926423
미라시아_코카콜라(제로),미라시아_버드와이저(무제한),165,0.9428571428571428,1.5017964071856285
미라시아_파스타면 추가(150g),미라시아_버드와이저(무제한),154,0.9390243902439024,1.4956915437417848
미라시아_스프라이트,미라시아_버드와이저(무제한),176,0.9361702127659575,1.4911453688367944
미라시아_레인보우칵테일(알코올),미라시아_(화덕) 불고기 페퍼로니 반반피자,187,0.935,1.2721739130434784
미라시아_보일링 랍스타 플래터,미라시아_버드와이저(무제한),195,0.9330143540669856,1.4861186717474142
미라시아_파스타면 추가(150g),미라시아_쉬림프 투움바 파스타,153,0.9329268292682927,1.5907598499061915
미라시아_코카콜라(제로),미라시아_쉬림프 투움바 파스타,163,0.9314285714285714,1.5882051282051282
미라시아_스프라이트,미라시아_쉬림프 투움바 파스타,175,0.9308510638297872,1.5872204037097657
미라시아_BBQ 고기추가,미라시아_애플망고 에이드,184,0.9292929292929293,1.294198529800624
미라시아_잭 애플 토닉,미라시아_애플망고 에이드,92,0.9292929292929293,1.294198529800624
미라시아_콥 샐러드,미라시아_쉬림프 투움바 파스타,118,0.9291338582677166,1.5842923480718756
미라시아_칠리 치즈 프라이,미라시아_버드와이저(무제한),191,0.9271844660194175,1.4768327422824254
미라시아_글라스와인 (레드),미라시아_애플망고 에이드,114,0.926829268292683,1.2907674626484482
미라시아_코카콜라,미라시아_버드와이저(무제한),219,0.9240506329113924,1.4718411278708405
미라시아_칠리 치즈 프라이,미라시아_쉬림프 투움바 파스타,190,0.9223300970873787,1.5726910629823252
미라시아_잭 애플 토닉,미라시아_버드와이저(무제한),91,0.9191919191919192,1.4641020988326376
미라시아_칠리 치즈 프라이,미라시아_(화덕) 불고기 페퍼로니 반반피자,189,0.9174757281553398,1.2483301467484418
미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_쉬림프 투움바 파스타,154,0.9166666666666666,1.5630341880341883
미라시아_스텔라(무제한),미라시아_버드와이저(무제한),278,0.9144736842105263,1.4565868263473056
미라시아_코카콜라(제로),미라시아_애플망고 에이드,160,0.9142857142857143,1.2732984293193714
미라시아_BBQ 고기추가,미라시아_(화덕) 불고기 페퍼로니 반반피자,181,0.9141414141414141,1.243793433051745
미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_버드와이저(무제한),153,0.9107142857142857,1.4505988023952097
미라시아_글라스와인 (레드),미라시아_(화덕) 불고기 페퍼로니 반반피자,112,0.9105691056910569,1.2389329008379597
