antecedent,consequent,support_days,confidence,lift
라그로타_미션 서드 카베르네 쉬라,라그로타_해산물 토마토 스파게티,168,0.9882352941176471,1.2003223207091054
라그로타_Gls.미션 서드,라그로타_해산물 토마토 스파게티,371,0.9814814814814815,1.1921190596989681
라그로타_모둠 해산물 플래터,라그로타_알리오 에 올리오 ,82,0.9761904761904762,2.415503875968992
라그로타_G-Charge(3),라그로타_해산물 토마토 스파게티,164,0.9761904761904762,1.1856925418569253
라그로타_모둠 해산물 플래터,라그로타_해산물 토마토 스파게티,82,0.9761904761904762,1.1856925418569253
라그로타_빵 추가 (1인),라그로타_해산물 토마토 스파게티,279,0.9755244755244755,1.1848836095411437
라그로타_카스,라그로타_해산물 토마토 스파게티,195,0.975,1.1842465753424658
라그로타_Gls.Sileni,라그로타_해산물 토마토 스파게티,297,0.9737704918032787,1.182753200089827
라그로타_제로콜라,라그로타_해산물 토마토 스파게티,185,0.9736842105263158,1.1826484018264838
라그로타_해산물 토마토 리조또,라그로타_해산물 토마토 스파게티,311,0.971875,1.1804509132420091
라그로타_하이네켄(생),라그로타_해산물 토마토 스파게티,275,0.9683098591549296,1.1761206508457134
라그로타_시저 샐러드 ,라그로타_해산물 토마토 스파게티,183,0.9682539682539683,1.176052765093861
라그로타_아메리카노,라그로타_해산물 토마토 스파게티,205,0.9669811320754716,1.174506763160162
라그로타_자몽리치에이드,라그로타_해산물 토마토 스파게티,246,0.9647058823529412,1.1717432178350793
라그로타_그릴드 비프 샐러드,라그로타_해산물 토마토 스파게티,192,0.96,1.166027397260274
라그로타_콜라,라그로타_해산물 토마토 스파게티,282,0.9591836734693877,1.1650358773646443
라그로타_해산물 토마토 스튜 파스타,라그로타_버섯 크림 리조또,134,0.9571428571428572,3.3281045751633993
라그로타_스프라이트,라그로타_해산물 토마토 스파게티,178,0.956989247311828,1.1623705013011245
라그로타_한우 (200g),라그로타_까르보나라,110,0.9565217391304348,3.4383078730904817
라그로타_AUS (200g),라그로타_해산물 토마토 스파게티,132,0.9565217391304348,1.1618026603136786
라그로타_한우 (200g),라그로타_해산물 토마토 스파게티,110,0.9565217391304348,1.1618026603136786
라그로타_알리오 에 올리오 ,라그로타_해산물 토마토 스파게티,205,0.9534883720930233,1.158118296697462
라그로타_양갈비 (4ps),라그로타_해산물 토마토 스파게티,131,0.9492753623188406,1.1530011250082721
라그로타_한우 (200g),라그로타_버섯 크림 리조또,109,0.9478260869565217,3.2957090082409777
라그로타_해산물 토마토 스튜 파스타,라그로타_알리오 에 올리오 ,132,0.9428571428571428,2.3330232558139534
라그로타_AUS (200g),라그로타_버섯 크림 리조또,130,0.9420289855072463,3.2755517666003593
라그로타_시저 샐러드 ,라그로타_알리오 에 올리오 ,178,0.9417989417989417,2.330404823428079
라그로타_까르보나라,라그로타_버섯 크림 리조또,138,0.9324324324324325,3.242183359830419
라그로타_해산물 토마토 스튜 파스타,라그로타_까르보나라,129,0.9214285714285714,3.3121621621621626
