antecedent,consequent,support_days,confidence,lift
연회장_마라샹궈,연회장_돈목살 김치찌개 (밥포함),105,1.0,1.9776951672862455
연회장_돈목살 김치찌개 (밥포함),연회장_모둠 돈육구이(3인),269,1.0,1.906810035842294
연회장_매콤 무뼈닭발&계란찜,연회장_모둠 돈육구이(3인),238,1.0,1.906810035842294
연회장_왕갈비치킨,연회장_모둠 돈육구이(3인),167,1.0,1.906810035842294
연회장_야채추가,연회장_모둠 돈육구이(3인),129,1.0,1.906810035842294
연회장_삼겹살추가 (200g),연회장_모둠 돈육구이(3인),113,1.0,1.906810035842294
연회장_마라샹궈,연회장_모둠 돈육구이(3인),105,1.0,1.906810035842294
연회장_주먹밥 (2ea),연회장_모둠 돈육구이(3인),217,1.0,1.9068100358422937
연회장_로제 치즈떡볶이,연회장_모둠 돈육구이(3인),255,0.99609375,1.8993615591397848
연회장_골뱅이무침,연회장_모둠 돈육구이(3인),265,0.9925093632958801,1.8925268146000296
연회장_삼겹살추가 (200g),연회장_돈목살 김치찌개 (밥포함),112,0.9911504424778761,1.9601934401421193
연회장_야채추가,연회장_돈목살 김치찌개 (밥포함),127,0.9844961240310077,1.947033226708164
연회장_왕갈비치킨,연회장_돈목살 김치찌개 (밥포함),164,0.9820359281437125,1.9421677091912828
연회장_주먹밥 (2ea),연회장_돈목살 김치찌개 (밥포함),213,0.9815668202764977,1.9412399568293561
연회장_야채추가,연회장_골뱅이무침,126,0.9767441860465116,1.9461719362424876
연회장_매콤 무뼈닭발&계란찜,연회장_돈목살 김치찌개 (밥포함),232,0.9747899159663865,1.9278373059260878
연회장_삼겹살추가 (200g),연회장_골뱅이무침,110,0.9734513274336283,1.939610884624308
연회장_로제 치즈떡볶이,연회장_돈목살 김치찌개 (밥포함),247,0.96484375,1.9081668215613385
연회장_삼겹살추가 (200g),연회장_왕갈비치킨,109,0.9646017699115044,3.0728631233109
연회장_모둠 돈육구이(3인),연회장_돈목살 김치찌개 (밥포함),269,0.96415770609319,1.906810035842294
연회장_골뱅이무침,연회장_돈목살 김치찌개 (밥포함),257,0.9625468164794008,1.9036241872380715
연회장_로제 치즈떡볶이,연회장_골뱅이무침,246,0.9609375,1.914676966292135
연회장_주먹밥 (2ea),연회장_골뱅이무침,208,0.9585253456221198,1.9098707261084935
연회장_왕갈비치킨,연회장_골뱅이무침,160,0.9580838323353293,1.9089910067505438
연회장_매콤 무뼈닭발&계란찜,연회장_골뱅이무침,228,0.957983193277311,1.908790482485129
연회장_돈목살 김치찌개 (밥포함),연회장_골뱅이무침,257,0.9553903345724907,1.9036241872380715
연회장_마라샹궈,연회장_매콤 무뼈닭발&계란찜,100,0.9523809523809523,2.1288515406162465
연회장_마라샹궈,연회장_골뱅이무침,100,0.9523809523809523,1.8976279650436954
연회장_모둠 돈육구이(3인),연회장_골뱅이무침,265,0.9498207885304659,1.8925268146000296
연회장_야채추가,연회장_로제 치즈떡볶이,121,0.937984496124031,1.949249031007752
연회장_마라샹궈,연회장_왕갈비치킨,98,0.9333333333333333,2.9732534930139716
연회장_주먹밥 (2ea),연회장_로제 치즈떡볶이,202,0.9308755760368663,1.934475806451613
연회장_매콤 무뼈닭발&계란찜,연회장_로제 치즈떡볶이,220,0.9243697478991597,1.9209558823529411
연회장_공깃밥,연회장_모둠 돈육구이(3인),156,0.9230769230769231,1.7601323407775018
연회장_골뱅이무침,연회장_로제 치즈떡볶이,246,0.9213483146067416,1.914676966292135
연회장_돈목살 김치찌개 (밥포함),연회장_로제 치즈떡볶이,247,0.9182156133828996,1.9081668215613385
연회장_마라샹궈,연회장_로제 치즈떡볶이,96,0.9142857142857143,1.9000000000000001
연회장_모둠 돈육구이(3인),연회장_로제 치즈떡볶이,255,0.9139784946236559,1.8993615591397848
연회장_공깃밥,연회장_돈목살 김치찌개 (밥포함),154,0.9112426035502958,1.8021600932667563
연회장_마라샹궈,연회장_공깃밥,95,0.9047619047619048,2.8481262327416177
연회장_삼겹살추가 (200g),연회장_공깃밥,102,0.9026548672566371,2.8414934282871656
연회장_왕갈비치킨,연회장_로제 치즈떡볶이,150,0.8982035928143712,1.8665793413173655
연회장_공깃밥,연회장_골뱅이무침,151,0.893491124260355,1.7802894311105204
연회장_야채추가,연회장_매콤 무뼈닭발&계란찜,115,0.8914728682170543,1.992704058367533
연회장_왕갈비치킨,연회장_공깃밥,148,0.8862275449101796,2.7897813839776067
연회장_삼겹살추가 (200g),연회장_매콤 무뼈닭발&계란찜,100,0.8849557522123894,1.978136387298282
연회장_삼겹살추가 (200g),연회장_로제 치즈떡볶이,100,0.8849557522123894,1.8390486725663717
연회장_주먹밥 (2ea),연회장_매콤 무뼈닭발&계란찜,191,0.880184331797235,1.9674708593114665
연회장_공깃밥,연회장_왕갈비치킨,148,0.8757396449704142,2.7897813839776067
연회장_왕갈비치킨,연회장_매콤 무뼈닭발&계란찜,145,0.8682634730538922,1.9408242338851707
연회장_마라샹궈,연회장_주먹밥 (2ea),91,0.8666666666666667,2.124731182795699
연회장_돈목살 김치찌개 (밥포함),연회장_매콤 무뼈닭발&계란찜,232,0.862453531598513,1.9278373059260878
연회장_로제 치즈떡볶이,연회장_매콤 무뼈닭발&계란찜,220,0.859375,1.9209558823529411
연회장_골뱅이무침,연회장_매콤 무뼈닭발&계란찜,228,0.8539325842696629,1.908790482485129
연회장_모둠 돈육구이(3인),연회장_매콤 무뼈닭발&계란찜,238,0.8530465949820788,1.906810035842294
연회장_Cass Beer,연회장_Convention Hall,104,0.8455284552845529,1.955744079179922
연회장_공깃밥,연회장_로제 치즈떡볶이,142,0.8402366863905325,1.7461168639053257
연회장_Regular Coffee,연회장_Cookie Platter,90,0.8333333333333334,1.8945868945868944
연회장_야채추가,연회장_주먹밥 (2ea),107,0.8294573643410853,2.033508377094274
연회장_왕갈비치킨,연회장_주먹밥 (2ea),138,0.8263473053892215,2.025883716438092
연회장_공깃밥,연회장_매콤 무뼈닭발&계란찜,137,0.8106508875739645,1.81204316045945
연회장_삼겹살추가 (200g),연회장_주먹밥 (2ea),91,0.8053097345132744,1.9743077362260921
연회장_매콤 무뼈닭발&계란찜,연회장_주먹밥 (2ea),191,0.8025210084033614,1.9674708593114665
연회장_돈목살 김치찌개 (밥포함),연회장_주먹밥 (2ea),213,0.79182156133829,1.9412399568293561
