menu_a,menu_b,support_days,conf_a_to_b,conf_b_to_a,lift,jaccard,cosine
포레스트릿_꼬치어묵,포레스트릿_아메리카노(HOT),260,0.9701492537313433,0.8813559322033898,1.7495572982544902,0.858085808580858,0.924687406586037
포레스트릿_꼬치어묵,포레스트릿_카페라떼(HOT),249,0.9291044776119403,0.8736842105263158,1.7343283582089553,0.819078947368421,0.9009683190983205
포레스트릿_아메리카노(HOT),포레스트릿_카페라떼(HOT),267,0.9050847457627119,0.9368421052631579,1.6894915254237286,0.853035143769968,0.920826530168364
포레스트릿_꼬치어묵,포레스트릿_페스츄리 소시지,248,0.9253731343283582,0.8406779661016949,1.6688084998735138,0.7873015873015873,0.8820095262820661
포레스트릿_꼬치어묵,포레스트릿_떡볶이,261,0.9738805970149254,0.8181818181818182,1.6241519674355493,0.8006134969325154,0.892642928363669
포레스트릿_꼬치어묵,포레스트릿_치즈 핫도그,259,0.9664179104477612,0.809375,1.6066697761194029,0.7872340425531915,0.8844176028713228
포레스트릿_치즈 핫도그,포레스트릿_페스츄리 소시지,285,0.890625,0.9661016949152542,1.6061440677966101,0.8636363636363636,0.9275959907383701
포레스트릿_떡볶이,포레스트릿_페스츄리 소시지,284,0.890282131661442,0.9627118644067797,1.6055257425216514,0.8606060606060606,0.9257889450732434
포레스트릿_카페라떼(HOT),포레스트릿_페스츄리 소시지,253,0.887719298245614,0.8576271186440678,1.6009039548022599,0.7737003058103975,0.8725434911333186
포레스트릿_스프라이트,포레스트릿_페스츄리 소시지,262,0.8851351351351351,0.888135593220339,1.5962437013284472,0.7963525835866262,0.8866340949475201
포레스트릿_스프라이트,포레스트릿_코카콜라,280,0.9459459459459459,0.8860759493670886,1.5925419089976052,0.8433734939759037,0.9155216830332326
포레스트릿_스프라이트,포레스트릿_카페라떼(ICE),277,0.9358108108108109,0.8849840255591054,1.5905793972886624,0.8343373493975904,0.9100426465353597
포레스트릿_아메리카노(HOT),포레스트릿_페스츄리 소시지,260,0.8813559322033898,0.8813559322033898,1.5894283251939096,0.7878787878787878,0.8813559322033898
포레스트릿_복숭아 아이스티,포레스트릿_스프라이트,256,0.8797250859106529,0.8648648648648649,1.5811275192718492,0.7734138972809668,0.8722633303907418
포레스트릿_카페라떼(ICE),포레스트릿_페스츄리 소시지,274,0.8753993610223643,0.9288135593220339,1.5786863053013482,0.8203592814371258,0.9017110381599065
포레스트릿_떡볶이,포레스트릿_아메리카노(HOT),278,0.8714733542319749,0.9423728813559322,1.5716061845810532,0.8273809523809523,0.9062300236984565
포레스트릿_치즈 핫도그,포레스트릿_카페라떼(HOT),269,0.840625,0.9438596491228071,1.5691666666666668,0.8005952380952381,0.890748010126242
