menu_a,menu_b,support_days,conf_a_to_b,conf_b_to_a,lift,jaccard,cosine
화담숲카페_카페라떼 ICE,화담숲카페_현미뻥스크림,268,0.9781021897810219,0.9675090252707581,1.8785211731534428,0.9469964664310954,0.9727911884110745
화담숲카페_아메리카노 ICE,화담숲카페_카페라떼 ICE,274,0.9647887323943662,1.0,1.8732394366197183,0.9647887323943662,0.9822365969532831
화담숲카페_아메리카노 HOT,화담숲카페_현미뻥스크림,273,0.975,0.9855595667870036,1.8725631768953073,0.9612676056338029,0.9802655648431849
화담숲카페_아메리카노 HOT,화담숲카페_카페라떼 ICE,270,0.9642857142857143,0.9854014598540146,1.872262773722628,0.9507042253521126,0.9747864127969337
화담숲카페_메밀미숫가루,화담숲카페_아메리카노 HOT,280,0.9824561403508771,1.0,1.866666666666667,0.9824561403508771,0.9911892555667042
화담숲카페_메밀미숫가루,화담숲카페_카페라떼 ICE,274,0.9614035087719298,1.0,1.866666666666667,0.9614035087719298,0.9805118605972748
화담숲카페_메밀미숫가루,화담숲카페_아메리카노 ICE,284,0.9964912280701754,1.0,1.8666666666666667,0.9964912280701754,0.9982440723942094
화담숲카페_메밀미숫가루,화담숲카페_현미뻥스크림,277,0.9719298245614035,1.0,1.8666666666666667,0.9719298245614035,0.9858650133570029
화담숲카페_아메리카노 HOT,화담숲카페_아메리카노 ICE,279,0.9964285714285714,0.9823943661971831,1.866549295774648,0.9789473684210527,0.9893865851573569
화담숲카페_아메리카노 ICE,화담숲카페_현미뻥스크림,276,0.971830985915493,0.9963898916967509,1.866476839375604,0.968421052631579,0.984033826046587
