menu_a,menu_b,support_days,conf_a_to_b,conf_b_to_a,lift,jaccard,cosine
담하_갱시기,담하_문막 복분자 칵테일,47,0.3790322580645161,0.6025641025641025,2.585194375516956,0.3032258064516129,0.4779029529344744
담하_(단체) 공깃밥,담하_(단체) 생목살 김치전골 2.0,30,0.3225806451612903,0.4225352112676056,2.417083144025443,0.22388059701492538,0.3691905755217301
담하_(단체) 생목살 김치전골 2.0,담하_(단체) 은이버섯 갈비탕,25,0.352112676056338,0.2976190476190476,2.2300469483568075,0.19230769230769232,0.32372123702729416
담하_문막 복분자 칵테일,담하_하동 매실 칵테일,59,0.7564102564102564,0.32065217391304346,2.1870122630992195,0.29064039408866993,0.49248816542945617
담하_갱시기,담하_더덕 한우 지짐,83,0.6693548387096774,0.4715909090909091,2.023277126099707,0.3824884792626728,0.5618377496141529
담하_꼬막 비빔밥,담하_더덕 한우 지짐,123,0.6684782608695652,0.6988636363636364,2.0206274703557314,0.5189873417721519,0.6835021201293701
담하_더덕 한우 지짐,담하_문막 복분자 칵테일,52,0.29545454545454547,0.6666666666666666,2.015151515151515,0.25742574257425743,0.44381268229929727
담하_꼬막 비빔밥,담하_문막 복분자 칵테일,52,0.2826086956521739,0.6666666666666666,1.927536231884058,0.24761904761904763,0.4340573661412156
담하_(후식) 물냉면,담하_(후식) 비빔냉면,174,0.75,0.8285714285714286,1.9000000000000001,0.6492537313432836,0.7883074092183654
담하_(단체) 은이버섯 갈비탕,담하_(단체) 한우 우거지 국밥,32,0.38095238095238093,0.2962962962962963,1.8765432098765433,0.2,0.3359684204526464
담하_더덕 한우 지짐,담하_명인안동소주,46,0.26136363636363635,0.5897435897435898,1.7826340326340326,0.22115384615384615,0.39260352664937836
담하_(후식) 물냉면,담하_명인안동소주,60,0.25862068965517243,0.7692307692307693,1.7639257294429709,0.24,0.44602577508753943
담하_(단체) 한우 우거지 국밥,담하_(단체) 황태해장국 3/27까지,88,0.8148148148148148,0.3562753036437247,1.7549857549857548,0.3295880149812734,0.5387934628051396
담하_(정식) 물냉면 ,담하_문막 복분자 칵테일,73,0.25704225352112675,0.9358974358974359,1.7531599855543518,0.25259515570934254,0.49047444988268374
담하_(단체) 생목살 김치전골 2.0,담하_꼬막 비빔밥,42,0.5915492957746479,0.22826086956521738,1.7103490508266992,0.19718309859154928,0.3674609593469939
